Date,Time,Temperature(℃),Humidity(%),Precipitation (mm),Visibility(m),Wind speed(m/s),"Pavement temperature
(℃)"
2022/12/26,8:41,-0.7,98,0,1050,1.6,0.6
2022/12/26,8:42,-0.7,98,0,1058,1.5,0.7
2022/12/26,8:43,-0.7,98,0,1154,1.3,0.7
2022/12/26,8:44,-0.7,98,0,1157,1.2,0.7
2022/12/26,8:45,-0.7,98,0,1392,1.4,1
2022/12/26,8:46,-0.7,98,0,906,1.7,0.8
2022/12/26,8:47,-0.7,98,0,1290,1.6,0.6
2022/12/26,8:48,-0.8,98,0,1328,1.7,0.6
2022/12/26,8:49,-0.7,98,0,1487,1.6,0.8
2022/12/26,8:50,-0.7,98,0,1424,1.2,0.9
2022/12/26,8:51,-0.7,98,0,1589,0.9,1.1
2022/12/26,8:52,-0.7,98,0,1988,0.8,1.3
2022/12/26,8:53,-0.7,98,0,1813,0.9,1.5
2022/12/26,8:54,-0.6,99,0,1656,1,1.5
2022/12/26,8:55,-0.7,98,0,1384,0.7,1.1
2022/12/26,8:56,-0.7,98,0,1109,0.6,0.9
2022/12/26,8:57,-0.6,98,0,1574,0.5,1
2022/12/26,8:58,-0.6,99,0,2518,0.3,1.3
2022/12/26,8:59,-0.6,99,0,1568,0.4,1.6
2022/12/26,9:00,-0.5,99,0,2577,0.6,1.7
2022/12/26,9:01,-0.5,98,0,3179,0.9,1.6
2022/12/26,9:02,-0.6,98,0,1695,1,1.1
2022/12/26,9:03,-0.6,98,0,1765,0.9,0.7
2022/12/26,9:04,-0.6,98,0,1306,1.2,0.6
2022/12/26,9:05,-0.7,98,0,1693,1.2,0.6
2022/12/26,9:06,-0.7,98,0,2709,0.8,1
2022/12/26,9:07,-0.6,99,0,2793,1,1.1
2022/12/26,9:08,-0.7,98,0,2269,1.4,1.1
2022/12/26,9:09,-0.7,98,0,2276,1.6,1
2022/12/26,9:10,-0.7,98,0,2940,1.6,0.8
2022/12/26,9:11,-0.7,98,0,3125,1.4,0.7
2022/12/26,9:12,-0.7,98,0,3888,1.4,0.8
2022/12/26,9:13,-0.7,98,0,3080,1.2,1
2022/12/26,9:14,-0.7,99,0,3742,1.2,1.1
2022/12/26,9:15,-0.7,99,0,3515,1.2,1.2
2022/12/26,9:16,-0.7,99,0,3282,1,1.3
2022/12/26,9:17,-0.7,99,0,3474,1.1,1.4
2022/12/26,9:18,-0.7,99,0,4789,0.9,1.2
2022/12/26,9:19,-0.7,99,0,6013,0.8,1.2
2022/12/26,9:20,-0.7,99,0,3833,0.8,1.2
2022/12/26,9:21,-0.6,99,0,6225,0.7,1.4
2022/12/26,9:22,-0.6,99,0,4734,0.8,1.5
2022/12/26,9:23,-0.6,99,0,6798,0.8,1.5
2022/12/26,9:24,-0.6,99,0,7706,0.6,1.5
2022/12/26,9:25,-0.6,99,0,5768,0.4,1.6
2022/12/26,9:26,-0.6,99,0,4396,0.6,1.6
2022/12/26,9:27,-0.6,99,0,3316,0.9,1.5
2022/12/26,9:28,-0.6,99,0,4968,0.8,1.5
2022/12/26,9:29,-0.6,99,0,4864,0.4,1.5
2022/12/26,9:30,-0.6,99,0,5978,0.6,1.7
2022/12/26,9:31,-0.5,99,0,8885,1,1.8
2022/12/26,9:32,-0.5,99,0,7421,0.7,1.8
2022/12/26,9:33,-0.5,99,0,8746,0.6,1.6
2022/12/26,9:34,-0.5,99,0,4653,0.8,1.4
2022/12/26,9:35,-0.5,99,0,1852,1.2,1.2
2022/12/26,9:36,-0.6,99,0,4106,1.4,1.1
2022/12/26,9:37,-0.6,99,0,8681,1.3,1.2
2022/12/26,9:38,-0.6,99,0,6318,1.1,1.3
2022/12/26,9:39,-0.6,99,0,10088,1.2,1.3
2022/12/26,9:40,-0.6,99,0,7421,1.3,1.4
2022/12/26,9:41,-0.6,99,0,7639,0.8,1.7
2022/12/26,9:42,-0.5,99,0,8854,0.7,1.9
2022/12/26,9:43,-0.5,99,0,12796,1.1,1.9
2022/12/26,9:44,-0.5,99,0,13764,1.1,1.8
2022/12/26,9:45,-0.5,99,0,8594,0.6,1.8
2022/12/26,9:46,-0.5,99,0,7603,0.5,2
2022/12/26,9:47,-0.5,99,0,7282,0.7,2
2022/12/26,9:48,-0.5,99,0,6535,0.9,1.7
2022/12/26,9:49,-0.5,99,0,11333,0.9,1.5
2022/12/26,9:50,-0.5,99,0,16002,0.9,1.3
2022/12/26,9:51,-0.5,99,0,12936,1,1.2
2022/12/26,9:52,-0.5,99,0,9595,1.1,1
2022/12/26,9:53,-0.5,99,0,13997,1.1,1
2022/12/26,9:54,-0.5,99,0,14306,1.1,1.1
2022/12/26,9:55,-0.5,99,0,16447,1,1.3
2022/12/26,9:56,-0.5,99,0,16109,1,1.8
2022/12/26,9:57,-0.5,99,0,16479,1.1,1.8
2022/12/26,9:58,-0.5,99,0,17489,1.2,1.8
2022/12/26,9:59,-0.5,99,0,16386,1.3,1.8
2022/12/26,10:00,-0.5,99,0,15539,1.3,1.8
2022/12/26,10:01,-0.5,99,0,19783,1.2,2.2
2022/12/26,10:02,-0.5,99,0,18674,1.5,2.2
2022/12/26,10:03,-0.5,99,0,17771,1.5,2.2
2022/12/26,10:04,-0.5,99,0,13634,1.3,1.9
2022/12/26,10:05,-0.5,99,0,15656,1.3,1.9
2022/12/26,10:06,-0.5,99,0,19918,1.2,2.1
2022/12/26,10:07,-0.5,99,0,18579,1,2.3
2022/12/26,10:08,-0.5,99,0,18033,1.1,2.4
2022/12/26,10:09,-0.4,99,0,17895,1.1,2.3
2022/12/26,10:10,-0.5,99,0,21039,1,2.2
2022/12/26,10:11,-0.4,99,0,21225,1.2,2.1
2022/12/26,10:12,-0.5,99,0,17317,1.4,2.1
2022/12/26,10:13,-0.5,99,0,20502,1.1,1.8
2022/12/26,10:14,-0.4,99,0,18730,0.7,1.8
2022/12/26,10:15,-0.4,99,0,18738,1.1,2.3
2022/12/26,10:16,-0.4,99,0,15174,1.1,2.3
2022/12/26,10:17,-0.4,99,0,18774,0.8,2
2022/12/26,10:18,-0.4,99,0,20524,0.8,2.4
2022/12/26,10:19,-0.4,99,0,21406,0.9,2.4
2022/12/26,10:20,-0.4,99,0,22747,1.2,2.2
2022/12/26,10:21,-0.5,99,0,18745,1.3,1.9
2022/12/26,10:22,-0.4,99,0,19660,1.1,1.9
2022/12/26,10:23,-0.4,99,0,22342,1.1,2.1
2022/12/26,10:24,-0.4,99,0,24420,1.2,2.3
2022/12/26,10:25,-0.4,99,0,22891,1.2,2.6
2022/12/26,10:26,-0.4,99,0,21085,1,2.7
2022/12/26,10:27,-0.4,99,0,18387,0.5,2.9
2022/12/26,10:28,-0.3,99,0,18600,0.5,3
2022/12/26,10:29,-0.3,99,0,19775,1,3
2022/12/26,10:30,-0.3,99,0,16320,1.3,2.9
2022/12/26,10:31,-0.4,99,0,12191,1.5,2.6
2022/12/26,10:32,-0.4,99,0,14388,1.3,2.4
2022/12/26,10:33,-0.4,99,0,16718,1.3,2.2
2022/12/26,10:34,-0.4,99,0,16261,1.2,2.1
2022/12/26,10:35,-0.4,99,0,18227,1.3,2.2
2022/12/26,10:36,-0.4,99,0,16019,1.3,2.5
2022/12/26,10:37,-0.4,99,0,19233,0.9,2.5
2022/12/26,10:38,-0.4,99,0,18152,0.9,2.5
2022/12/26,10:39,-0.4,99,0,20650,0.9,2.5
2022/12/26,10:40,-0.4,99,0,20062,1.3,2.5
2022/12/26,10:41,-0.3,99,0,21747,1.3,2.6
2022/12/26,10:42,-0.3,99,0,23796,1.3,2.6
2022/12/26,10:43,-0.3,99,0,21429,1.4,2.9
2022/12/26,10:44,-0.3,99,0,20381,1.2,3
2022/12/26,10:45,-0.3,99,0,20294,1.2,3.1
2022/12/26,10:46,-0.3,99,0,23560,0.9,3.1
2022/12/26,10:47,-0.3,99,0,24608,1.1,3.1
2022/12/26,10:48,-0.3,99,0,21282,1.2,2.8
2022/12/26,10:49,-0.3,99,0,20934,1.3,2.8
2022/12/26,10:50,-0.3,99,0,17410,1.3,3
2022/12/26,10:51,-0.3,99,0,18421,1.5,3
2022/12/26,10:52,-0.3,99,0,17696,1.2,2.6
2022/12/26,10:53,-0.3,99,0,18439,1,2.5
2022/12/26,10:54,-0.3,99,0,19527,0.9,2.7
2022/12/26,10:55,-0.2,99,0,16842,1.1,3.2
2022/12/26,10:56,-0.3,99,0,15785,1.1,3.2
2022/12/26,10:57,-0.3,99,0,18638,1.1,2.9
2022/12/26,10:58,-0.2,99,0,14388,1.3,2.6
2022/12/26,10:59,-0.3,99,0,8337,1.3,2.7
2022/12/26,11:00,-0.3,99,0,11484,1.3,2.7
2022/12/26,11:01,-0.3,98,0,13473,1.2,2.8
2022/12/26,11:02,-0.3,98,0,17245,1.2,2.9
2022/12/26,11:03,-0.3,99,0,17753,0.9,3.3
2022/12/26,11:04,-0.3,98,0,19704,0.9,3.6
2022/12/26,11:05,-0.3,99,0,24190,0.9,3.8
2022/12/26,11:06,-0.3,99,0,22465,0.9,3.9
2022/12/26,11:07,-0.2,99,0,22414,0.8,3.8
2022/12/26,11:08,-0.2,99,0,21778,1.2,3.7
2022/12/26,11:09,-0.2,99,0,19211,1.2,3.2
2022/12/26,11:10,-0.2,98,0,20815,1.8,2.8
2022/12/26,11:11,-0.2,99,0,19066,1.4,2.8
2022/12/26,11:12,-0.2,99,0,17181,1.9,2.8
2022/12/26,11:13,-0.3,98,0,16504,1.6,2.2
2022/12/26,11:14,-0.2,98,0,18502,1.3,2
2022/12/26,11:15,-0.2,98,0,9872,1.3,2
2022/12/26,11:16,-0.3,98,0,12655,1.4,2
2022/12/26,11:17,-0.3,98,0,6772,1.3,2.1
2022/12/26,11:18,-0.3,98,0,5682,1.2,2.1
2022/12/26,11:19,-0.2,99,0,14830,0.9,2.7
2022/12/26,11:20,-0.2,98,0,17087,0.9,3
2022/12/26,11:21,-0.3,98,0,19793,0.7,3
2022/12/26,11:22,-0.3,98,0,17801,0.7,3
2022/12/26,11:23,-0.2,99,0,17141,0.7,3
2022/12/26,11:24,-0.2,98,0,14250,1.3,3
2022/12/26,11:25,-0.2,98,0,13012,1.5,2.7
2022/12/26,11:26,-0.3,98,0,4895,1.6,2.2
2022/12/26,11:27,-0.3,98,0,6542,1.6,1.3
2022/12/26,11:28,-0.2,98,0,8241,1.5,1.3
2022/12/26,11:29,-0.2,98,0,12831,1.5,2.1
2022/12/26,11:30,-0.2,98,0,13105,1.3,2.5
2022/12/26,11:31,-0.3,98,0,6794,1.5,2.5
2022/12/26,11:32,-0.3,98,0,2792,1.7,2.2
2022/12/26,11:33,-0.3,98,0,2907,1.6,1.9
2022/12/26,11:34,-0.3,98,0,4306,1.4,2.1
2022/12/26,11:35,-0.3,98,0,7264,1.4,2.6
2022/12/26,11:36,-0.3,98,0,11974,1.4,2.8
2022/12/26,11:37,-0.3,99,0,15946,1.1,2.7
2022/12/26,11:38,-0.2,99,0,16761,0.9,2.9
2022/12/26,11:39,-0.3,99,0,17640,1.4,3.1
2022/12/26,11:40,-0.2,98,0,17486,1.6,3.3
2022/12/26,11:41,-0.2,98,0,18340,1.6,3.1
2022/12/26,11:42,-0.2,98,0,17415,1.7,3
2022/12/26,11:43,-0.3,98,0,21024,1.5,2.8
2022/12/26,11:44,-0.3,98,0,22224,1.4,3
2022/12/26,11:45,-0.3,98,0,20687,1.5,3
2022/12/26,11:46,-0.3,98,0,15070,1.6,2.8
2022/12/26,11:47,-0.3,98,0,12731,1.6,2.6
2022/12/26,11:48,-0.3,98,0,3244,2.1,2.1
2022/12/26,11:49,-0.3,98,0,2783,2.1,1.8
2022/12/26,11:50,-0.4,98,0,2692,2,2
2022/12/26,11:51,-0.3,98,0,2664,1.8,2.1
2022/12/26,11:52,-0.3,98,0,2314,1.6,2.4
2022/12/26,11:53,-0.3,98,0,7489,1.8,2.4
2022/12/26,11:54,-0.3,98,0,7365,1.8,1.9
2022/12/26,11:55,-0.4,98,0,3821,1.8,1.9
2022/12/26,11:56,-0.4,98,0,2723,2.1,2.5
2022/12/26,11:57,-0.4,98,0,7825,2.1,2.7
2022/12/26,11:58,-0.4,99,0,5102,1.8,2.8
2022/12/26,11:59,-0.4,98,0,2482,1.9,2.8
2022/12/26,12:00,-0.4,98,0,3460,1.9,2.8
2022/12/26,12:02,-0.3,99,0,3019,1.7,3.1
2022/12/26,12:03,-0.4,98,0,5173,1.7,2.9
2022/12/26,12:04,-0.4,99,0,6337,1.5,2.9
2022/12/26,12:05,-0.3,99,0,9152,1.5,3.2
2022/12/26,12:06,-0.3,99,0,12133,1.6,3.2
2022/12/26,12:07,-0.3,99,0,13737,1.6,2.8
2022/12/26,12:08,-0.3,99,0,11477,1.4,2.7
2022/12/26,12:09,-0.3,99,0,12497,1.6,2.9
2022/12/26,12:10,-0.3,99,0,12268,1.4,2.9
2022/12/26,12:11,-0.3,99,0,13113,1.6,2.9
2022/12/26,12:12,-0.3,99,0,12959,1.6,2.9
2022/12/26,12:13,-0.3,99,0,13401,1.8,2.8
2022/12/26,12:14,-0.3,99,0,14802,0.6,3
2022/12/26,12:15,-0.2,99,0,14211,0.7,3
2022/12/26,12:16,-0.2,99,0,13547,0.9,3.2
2022/12/26,12:17,-0.2,99,0,13097,0.8,3.2
2022/12/26,12:18,-0.2,99,0,12846,0.4,3.2
2022/12/26,12:19,-0.1,99,0,14824,0.6,3.2
2022/12/26,12:20,-0.1,99,0,12181,1.1,3.3
2022/12/26,12:21,-0.2,98,0,9097,1.4,3.1
2022/12/26,12:22,-0.2,98,0,6174,1.5,2.3
2022/12/26,12:23,-0.2,98,0,9804,1.3,2.3
2022/12/26,12:24,-0.2,98,0,12031,1,2.7
2022/12/26,12:25,-0.2,99,0,10478,1,3.1
2022/12/26,12:26,-0.2,98,0,10733,1.2,3.1
2022/12/26,12:27,-0.2,98,0,10885,1.5,2.8
2022/12/26,12:28,-0.2,98,0,9192,1.4,2.3
2022/12/26,12:29,-0.2,98,0,7030,1.5,2.3
2022/12/26,12:30,-0.2,98,0,6489,1.4,2.4
2022/12/26,12:31,-0.2,99,0,10236,1.4,2.8
2022/12/26,12:32,-0.2,98,0,7066,1.4,2.8
2022/12/26,12:33,-0.3,98,0,7038,1.5,2.3
2022/12/26,12:34,-0.3,98,0,8865,1.5,2.3
2022/12/26,12:35,-0.3,98,0,9839,1.5,2.6
2022/12/26,12:36,-0.3,98,0,11098,1.5,2.7
2022/12/26,12:37,-0.3,98,0,12406,1.6,2.8
2022/12/26,12:38,-0.3,98,0,9942,1.9,2.7
2022/12/26,12:39,-0.3,98,0,7584,1.9,2.2
2022/12/26,12:40,-0.4,98,0,7778,1.6,2.2
2022/12/26,12:41,-0.4,98,0,9445,1.5,2.8
2022/12/26,12:42,-0.3,99,0,8216,1.2,2.9
2022/12/26,12:43,-0.3,99,0,7596,1.2,2.8
2022/12/26,12:44,-0.3,98,0,4997,1.6,2.7
2022/12/26,12:45,-0.3,98,0,4767,1.5,2
2022/12/26,12:46,-0.3,98,0,5216,1.4,2
2022/12/26,12:47,-0.3,98,0,3709,1.5,2.4
2022/12/26,12:48,-0.4,98,0,8301,1.5,2.6
2022/12/26,12:49,-0.3,98,0,6552,1.5,2.9
2022/12/26,12:50,-0.3,98,0,6981,1.7,3
2022/12/26,12:51,-0.4,98,0,6118,1.5,3
2022/12/26,12:52,-0.3,99,0,11566,1.4,3
2022/12/26,12:53,-0.3,99,0,11201,1.5,3
2022/12/26,12:54,-0.4,99,0,10578,1.6,3
2022/12/26,12:55,-0.4,98,0,8629,1.4,2.8
2022/12/26,12:56,-0.4,98,0,9470,1.1,2.6
2022/12/26,12:57,-0.4,98,0,9123,1.4,2.6
2022/12/26,12:58,-0.4,98,0,8646,1.3,2.7
2022/12/26,12:59,-0.3,99,0,7329,1.2,2.9
2022/12/26,13:00,-0.3,99,0,8239,1.6,3.1
2022/12/26,13:01,-0.3,99,0,7590,1.7,3.1
2022/12/26,13:02,-0.4,98,0,7428,1.7,2.4
2022/12/26,13:03,-0.3,98,0,9902,1.7,2.3
2022/12/26,13:04,-0.3,98,0,13036,1.5,2.3
2022/12/26,13:05,-0.4,98,0,8477,1.3,2.4
2022/12/26,13:06,-0.3,99,0,13742,1.3,2.8
2022/12/26,13:07,-0.3,99,0,15929,1.2,3.5
2022/12/26,13:08,-0.3,99,0,14130,1.1,3.6
2022/12/26,13:09,-0.3,99,0,13928,1.1,3.6
2022/12/26,13:10,-0.2,99,0,15953,0.9,3.8
2022/12/26,13:11,-0.2,99,0,15918,1,3.8
2022/12/26,13:12,-0.2,99,0,14587,1.2,3.3
2022/12/26,13:13,-0.2,99,0,15006,1.4,3.1
2022/12/26,13:14,-0.2,98,0,16161,1.6,3.1
2022/12/26,13:15,-0.2,99,0,19455,1.1,3.2
2022/12/26,13:16,-0.2,99,0,18034,1.1,3.2
2022/12/26,13:17,-0.2,99,0,17037,1,3.3
2022/12/26,13:18,-0.2,99,0,16910,1,3.5
2022/12/26,13:19,-0.1,99,0,13999,1.1,3.7
2022/12/26,13:20,-0.1,99,0,14469,0.8,3.4
2022/12/26,13:21,-0.1,99,0,15237,1.1,3.2
2022/12/26,13:22,-0.1,98,0,10598,1.5,3.2
2022/12/26,13:23,-0.2,98,0,10242,1.4,2.8
2022/12/26,13:24,-0.2,98,0,11231,1.2,2.6
2022/12/26,13:25,-0.2,98,0,14421,1.2,2.9
2022/12/26,13:26,-0.1,99,0,15585,1.1,3.2
2022/12/26,13:27,-0.2,98,0,14754,1.3,3.3
2022/12/26,13:28,-0.1,99,0,14844,1,3.3
2022/12/26,13:29,-0.1,99,0,14844,0.6,3.5
2022/12/26,13:30,-0.1,99,0,17629,0.6,3.7
2022/12/26,13:31,0,99,0,18148,0.7,3.7
2022/12/26,13:32,0,99,0,16621,0.7,3.7
2022/12/26,13:33,0,99,0,16664,1,3.5
2022/12/26,13:34,0,98,0,15302,1,3.1
2022/12/26,13:35,0,98,0,14195,0.7,3.1
2022/12/26,13:36,0,98,0,17573,0.8,3.1
2022/12/26,13:37,0,98,0,18731,1.1,3.2
2022/12/26,13:38,0,98,0,17004,1.2,2.9
2022/12/26,13:39,0,98,0,18032,1.4,2.2
2022/12/26,13:40,0,98,0,17114,1.5,2.3
2022/12/26,13:41,-0.1,98,0,15234,1.4,2.6
2022/12/26,13:42,-0.1,98,0,12028,1.4,2.7
2022/12/26,13:43,-0.1,98,0,10485,1.6,2.6
2022/12/26,13:44,-0.1,98,0,9081,1.5,2.3
2022/12/26,13:45,-0.1,98,0,10845,1.5,2.2
2022/12/26,13:46,-0.2,98,0,10930,1.5,2.2
2022/12/26,13:47,-0.2,98,0,13840,1.5,2.3
2022/12/26,13:48,-0.2,98,0,14493,1.4,2.6
2022/12/26,13:49,-0.1,98,0,12649,1.3,3.2
2022/12/26,13:50,-0.2,98,0,11584,1.4,3.1
2022/12/26,13:51,-0.1,98,0,10510,1.4,2.9
2022/12/26,13:52,-0.1,98,0,12620,1.1,2.9
2022/12/26,13:53,-0.1,98,0,12412,1,2.8
2022/12/26,13:54,-0.1,98,0,11426,1.2,2.7
2022/12/26,13:55,-0.1,98,0,10249,1.4,2.6
2022/12/26,13:56,-0.2,98,0,9455,1.6,2.4
2022/12/26,13:57,-0.2,98,0,9165,1.5,2.5
2022/12/26,13:58,-0.2,98,0,9028,1.4,2.5
2022/12/26,13:59,-0.2,98,0,9365,1.5,2.4
2022/12/26,14:00,-0.2,98,0,12433,1.4,2.4
2022/12/26,14:01,-0.2,98,0,10977,1.2,2.7
2022/12/26,14:02,-0.2,98,0,8918,1.3,2.7
2022/12/26,14:03,-0.2,98,0,9283,1.3,2.8
2022/12/26,14:04,-0.1,98,0,9606,1.2,3.1
2022/12/26,14:05,-0.1,98,0,10111,1.5,3.1
2022/12/26,14:06,-0.1,98,0,9347,1.6,2.8
2022/12/26,14:07,-0.2,98,0,12852,1.3,2.8
2022/12/26,14:08,-0.1,98,0,11596,1,3.3
2022/12/26,14:09,-0.1,98,0,17050,0.9,3.6
2022/12/26,14:10,-0.1,98,0,15271,0.8,3.8
2022/12/26,14:11,-0.1,99,0,16715,0.7,3.9
2022/12/26,14:12,0,99,0,15704,0.9,3.9
2022/12/26,14:13,0,98,0,15377,0.8,3.7
2022/12/26,14:14,0,98,0,15362,0.7,3.7
2022/12/26,14:15,0,98,0,14047,1,3.5
2022/12/26,14:16,0,98,0,10716,1.1,3.1
2022/12/26,14:17,0,98,0,15785,1.1,3.1
2022/12/26,14:18,0,98,0,13788,1,3.3
2022/12/26,14:19,0,98,0,10799,1.2,3.3
2022/12/26,14:20,0,98,0,9224,1.3,3.2
2022/12/26,14:21,-0.1,98,0,9816,0.9,2.9
2022/12/26,14:22,0,98,0,11790,1.1,2.6
2022/12/26,14:23,0,98,0,4745,1.1,2.6
2022/12/26,14:24,-0.1,98,0,4362,1.4,2.4
2022/12/26,14:25,-0.1,98,0,7966,1.2,2.5
2022/12/26,14:26,0,98,0,6975,1.1,2.7
2022/12/26,14:27,-0.1,98,0,10254,1,2.9
2022/12/26,14:28,0,98,0,10631,1.2,2.9
2022/12/26,14:29,0,98,0,11605,1.2,3.1
2022/12/26,14:30,0,98,0,10552,0.9,3
2022/12/26,14:31,0,98,0,9683,1.1,2.8
2022/12/26,14:32,0,98,0,12377,1.4,3.1
2022/12/26,14:33,0,98,0,12066,1.5,3.1
2022/12/26,14:34,0,98,0,13499,1.2,3
2022/12/26,14:35,0,98,0,13058,0.8,3
2022/12/26,14:36,0,98,0,8239,0.9,3
2022/12/26,14:37,0,98,0,8892,0.8,3.3
2022/12/26,14:38,0,98,0,8649,0.6,3.3
2022/12/26,14:39,0,98,0,5209,0.9,2.7
2022/12/26,14:40,0,98,0,4565,1.5,2.2
2022/12/26,14:41,0,98,0,7522,1.7,2
2022/12/26,14:42,0,98,0,8411,1.3,2.2
2022/12/26,14:43,-0.1,98,0,9542,1,2.7
2022/12/26,14:44,0,98,0,12044,1,2.9
2022/12/26,14:45,0,98,0,13432,0.9,2.9
2022/12/26,14:46,-0.1,98,0,11247,1.1,2.7
2022/12/26,14:47,-0.1,98,0,12948,1.7,2.6
2022/12/26,14:48,-0.1,98,0,13059,1.7,2.7
2022/12/26,14:49,-0.1,98,0,11966,1.3,3
2022/12/26,14:50,-0.1,98,0,12270,1.3,2.9
2022/12/26,14:51,-0.1,98,0,10452,1.3,2.9
2022/12/26,14:52,-0.1,98,0,10685,1.6,3.1
2022/12/26,14:53,-0.1,98,0,11857,1.4,3.4
2022/12/26,14:54,-0.1,98,0,9618,1.1,3.4
2022/12/26,14:55,-0.1,98,0,8849,1.3,3.1
2022/12/26,14:56,-0.1,98,0,6852,1.6,2.5
2022/12/26,14:57,-0.1,98,0,8392,1.6,2.5
2022/12/26,14:58,-0.1,98,0,9340,1.5,2.7
2022/12/26,14:59,-0.1,98,0,10174,1.4,3.3
2022/12/26,15:00,-0.1,98,0,10249,0.9,3.6
2022/12/26,15:01,0,98,0,7752,1.2,3.6
2022/12/26,15:02,-0.1,98,0,7489,2,3.2
2022/12/26,15:03,-0.1,98,0,6493,2.2,2.6
2022/12/26,15:04,-0.2,98,0,6930,2.3,2.2
2022/12/26,15:05,-0.2,98,0,7081,1.9,2.2
2022/12/26,15:06,-0.2,98,0,8188,1.5,2.3
2022/12/26,15:07,-0.2,98,0,7231,1.8,2.2
2022/12/26,15:08,-0.2,98,0,10026,2,2.2
2022/12/26,15:09,-0.2,98,0,9818,2.1,2.8
2022/12/26,15:10,-0.2,98,0,11067,2.3,2.8
2022/12/26,15:11,-0.3,98,0,9759,2.2,2.7
2022/12/26,15:12,-0.3,98,0,9415,2,2.7
2022/12/26,15:13,-0.3,98,0,7408,1.9,2.7
2022/12/26,15:14,-0.2,98,0,7644,1.6,2.9
2022/12/26,15:15,-0.3,98,0,6406,1.5,3
2022/12/26,15:16,-0.2,98,0,5522,1.5,3.1
2022/12/26,15:17,-0.2,98,0,4537,1.6,3.2
2022/12/26,15:18,-0.2,98,0,7269,1.6,3.2
2022/12/26,15:19,-0.2,98,0,7571,1.6,3.3
2022/12/26,15:20,-0.2,98,0,8379,1.6,3.4
2022/12/26,15:21,-0.2,98,0,7864,1.7,3.3
2022/12/26,15:22,-0.2,98,0,8397,1.2,3.2
2022/12/26,15:23,-0.1,99,0,11482,0.9,3.5
2022/12/26,15:24,-0.1,98,0,9324,1.4,3.5
2022/12/26,15:25,-0.1,98,0,7042,1.9,3.1
2022/12/26,15:26,-0.2,98,0,6698,2.1,2.6
2022/12/26,15:27,-0.2,98,0,7552,2,2.6
2022/12/26,15:28,-0.2,98,0,6820,2,2.6
2022/12/26,15:29,-0.2,98,0,7659,1.9,2.3
2022/12/26,15:30,-0.2,98,0,11465,1.6,2.6
2022/12/26,15:31,-0.1,99,0,10167,1.5,3.4
2022/12/26,15:32,-0.1,98,0,11016,1.6,3.4
2022/12/26,15:33,-0.1,98,0,10416,2,3.2
2022/12/26,15:34,-0.1,98,0,10238,1.7,2.7
2022/12/26,15:35,-0.2,98,0,8332,1.4,2.6
2022/12/26,15:36,-0.2,98,0,7424,1.6,2.7
2022/12/26,15:37,-0.2,98,0,8420,1.3,3.1
2022/12/26,15:38,-0.1,98,0,12540,1.4,3.1
2022/12/26,15:39,-0.2,98,0,7541,2,3.1
2022/12/26,15:40,-0.2,98,0,7646,2,2.7
2022/12/26,15:41,-0.2,98,0,6772,1.9,2.7
2022/12/26,15:42,-0.2,98,0,4671,1.9,2.7
2022/12/26,15:43,-0.2,98,0,4488,1.8,2.4
2022/12/26,15:44,-0.2,98,0,7251,1.9,2.5
2022/12/26,15:45,-0.2,98,0,8723,1.8,2.6
2022/12/26,15:46,-0.3,98,0,7387,1.4,2.6
2022/12/26,15:47,-0.2,99,0,11685,1.3,2.9
2022/12/26,15:48,-0.2,98,0,10398,1.7,3
2022/12/26,15:49,-0.2,99,0,10965,1.3,3
2022/12/26,15:50,-0.2,99,0,13003,1.4,3.2
2022/12/26,15:51,-0.2,99,0,11287,1.7,3.2
2022/12/26,15:52,-0.2,99,0,12042,1.7,3.2
2022/12/26,15:53,-0.2,98,0,11835,1.9,2.4
2022/12/26,15:54,-0.2,98,0,12560,1.6,2.2
2022/12/26,15:55,-0.2,99,0,14773,1.4,2.6
2022/12/26,15:56,-0.2,99,0,13222,1.4,3.1
2022/12/26,15:57,-0.2,99,0,14210,1.4,3.1
2022/12/26,15:58,-0.2,99,0,16577,1.6,3
2022/12/26,15:59,-0.2,98,0,14796,1.9,2.7
2022/12/26,16:00,-0.2,98,0,14673,1.8,2.6
2022/12/26,16:01,-0.2,98,0,12427,1.8,2.5
2022/12/26,16:02,-0.2,99,0,12770,1.7,2.6
2022/12/26,16:03,-0.2,99,0,12554,1.8,2.6
2022/12/26,16:04,-0.2,99,0,13183,1.9,2.7
2022/12/26,16:05,-0.2,99,0,14200,1.9,3.5
2022/12/26,16:06,-0.2,99,0,12080,1.9,3.5
2022/12/26,16:07,-0.1,99,0,12682,1.7,3.1
2022/12/26,16:08,-0.2,99,0,16244,1.6,3
2022/12/26,16:09,-0.2,99,0,19331,1.1,3
2022/12/26,16:10,-0.1,99,0,22328,1.1,3
2022/12/26,16:11,-0.1,99,0,20053,1.5,3.1
2022/12/26,16:12,-0.1,99,0,22361,1.4,3.1
2022/12/26,16:13,-0.1,99,0,19007,1.2,3.2
2022/12/26,16:14,-0.1,99,0,16032,1.2,3.2
2022/12/26,16:15,-0.1,99,0,14377,1.4,2.8
2022/12/26,16:16,-0.1,98,0,11294,1.6,2.6
2022/12/26,16:17,-0.1,98,0,10668,1.8,2.3
2022/12/26,16:18,-0.2,98,0,9010,1.6,2.1
2022/12/26,16:19,-0.2,99,0,12623,1.1,2.3
2022/12/26,16:20,-0.1,99,0,15370,1.2,3.1
